customer_id,full_name,country_of_residence,occupation,product_type,is_pep,risk_score,risk_rating,match_score,activity_ratio
102759,Mei Brown,UAE,Civil Servant,Fixed Deposit,0,25,Medium,0.36,1.0
102760,Sofia Yilmaz,Kenya,Accountant,Fixed Deposit,0,25,Medium,0.33,6.56
102761,Oluwaseun Dubois,UAE,Import/Export Trader,Current Account,0,55,Medium,0.36,3.08
102762,Ingrid Khan,Japan,Accountant,Personal Loan,0,20,Low,0.42,0.9
102763,Emma Adeyemi,Canada,Doctor,Current Account,0,0,Low,0.48,3.28
102764,James Haddad,China,Teacher,Credit Card,0,35,Medium,0.67,1.0
102765,Sergei Brown,United States,Money Service Business,Credit Card,0,60,High,0.64,1.2
102766,Oluwaseun Petrov,Mexico,Real Estate Agent,Current Account,0,35,Medium,0.67,1.0
102767,Chen Andersson,China,Import/Export Trader,Private Banking,0,55,Medium,0.4,0.9
102768,Rajesh Lindqvist,Canada,Real Estate Agent,Private Banking,0,40,Medium,0.35,1.0
102769,Thomas Andersson,Brazil,Doctor,Savings Account,0,25,Medium,0.43,1.0
102770,Carlos Patel,United Kingdom,Cash-Intensive Business,Credit Card,0,35,Medium,0.48,1.2
102771,Noah Wang,Canada,Real Estate Agent,Savings Account,0,10,Low,0.38,0.9
102772,Lucas Cole,Netherlands,Arms Dealer,Savings Account,0,35,Medium,0.43,7.58
102773,Liam Hall,Netherlands,Teacher,Current Account,0,10,Low,0.48,4.78
102774,Liam Sokolov,United Kingdom,Civil Servant,Savings Account,0,10,Low,0.72,0.9
102775,Mohammed Okafor,Australia,Accountant,Savings Account,0,10,Low,0.67,1.0
102776,Ivan Kowalski,United Kingdom,Jeweller,Fixed Deposit,0,50,Medium,0.5,6.63
102777,Zara Al-Sayed,Canada,Teacher,Credit Card,0,10,Low,0.85,3.85
102778,Kwame Adeyemi,India,Civil Servant,Current Account,0,40,Medium,0.39,1.0
102779,Yuki Mbeki,Netherlands,Real Estate Agent,Current Account,0,10,Low,0.36,5.92
102780,Wei Al-Sayed,Brazil,Teacher,Fixed Deposit,0,25,Medium,0.77,5.54
102781,Adebayo Haddad,United Kingdom,Civil Servant,International Wire Transfers,0,30,Medium,0.77,1.0
102782,Fatima Okonkwo,Australia,Teacher,Savings Account,1,35,Medium,0.5,1.0
102783,Rajesh Lindqvist,Canada,Software Engineer,Fixed Deposit,0,20,Low,0.35,1.0
102784,James Rossi,India,Civil Servant,Savings Account,0,25,Medium,0.36,1.2
102785,Ivan Nakamoto,United States,Accountant,International Wire Transfers,0,30,Medium,0.8,1.0
102786,Thomas Reddy,Ireland,Real Estate Agent,Current Account,0,20,Low,0.48,1.0
102787,Carlos Petrov,UAE,Software Engineer,Personal Loan,0,35,Medium,0.72,1.0
102788,Lucas Fitzgerald,Canada,Import/Export Trader,Trade Finance,0,30,Medium,0.36,0.9
102789,James Cole,United Kingdom,Software Engineer,Fixed Deposit,0,10,Low,0.43,8.46
102790,Noah Nakamura,Germany,Real Estate Agent,Credit Card,0,30,Medium,0.48,8.13
102791,Elena Reddy,Japan,Precious Metals Dealer,Fixed Deposit,0,35,Medium,0.5,0.9
102792,Amara Silva,Myanmar,Accountant,Credit Card,0,50,Medium,0.5,1.2
102793,Hassan Osei,Mexico,Nurse,Trade Finance,1,70,High,0.5,4.18
102794,Chloe Lindqvist,Germany,Civil Servant,Current Account,0,0,Low,0.3,0.9
102795,Aisha Al-Sayed,Syria,Software Engineer,Current Account,0,50,Medium,0.79,3.72
102796,Omar Silva,China,Accountant,International Wire Transfers,0,45,Medium,0.61,1.2
102797,Rajesh Hall,India,Teacher,Crypto Wallet,0,35,Medium,0.35,2.42
102798,Fatima Silva,Russia,Teacher,Current Account,0,40,Medium,0.46,0.9
102799,Oluwaseun Yilmaz,Kenya,Doctor,Current Account,0,25,Medium,0.36,0.9
102800,Omar Khan,Nigeria,Accountant,Credit Card,0,35,Medium,0.55,6.45
102801,Kenji Silva,Germany,Retail Trader,Current Account,0,20,Low,0.5,9.57
102802,Ingrid Rossi,United States,Car Dealer,Credit Card,0,20,Low,0.43,1.0
102803,Kwame Dubois,South Africa,Nurse,Private Banking,0,35,Medium,0.33,5.21
102804,Wei Dubois,UAE,Civil Servant,Personal Loan,0,25,Medium,0.36,1.0
102805,Noah Petrov,Canada,Nurse,Current Account,0,15,Low,0.73,1.0
102806,Mary Al-Sayed,China,Import/Export Trader,Fixed Deposit,0,35,Medium,0.92,5.22
102807,Mohammed Kimura,Australia,Teacher,Credit Card,1,45,Medium,0.67,3.11
102808,Elena Osei,China,Accountant,International Wire Transfers,0,35,Medium,0.61,5.77
102809,Chen Nguyen,United Kingdom,Jeweller,Credit Card,0,20,Low,0.27,3.32
102810,Oluwaseun Lindqvist,France,Real Estate Agent,Savings Account,0,20,Low,0.33,1.2
102811,Ivan Chen,Brazil,Car Dealer,Savings Account,0,40,Medium,0.6,1.0
102812,Mohammed Wang,India,Teacher,Savings Account,0,15,Low,0.65,6.78
102813,Liam Lindqvist,India,Retail Trader,Fixed Deposit,0,35,Medium,0.38,1.0
102814,Benjamin Silva,China,Jeweller,Savings Account,0,40,Medium,0.52,4.73
102815,Fatima Patel,Japan,Jeweller,Crypto Wallet,0,40,Medium,0.42,0.9
102816,Kwame Ivanov,Nigeria,Accountant,Fixed Deposit,0,25,Medium,0.64,1.0
102817,Ravi Silva,Germany,Software Engineer,Savings Account,0,0,Low,0.52,1.0
102818,Noah Reddy,Netherlands,Retail Trader,Fixed Deposit,0,35,Medium,0.45,0.9
102819,Ravi Okafor,China,Jeweller,Fixed Deposit,0,50,Medium,0.5,7.94
102820,Sara Rossi,United Kingdom,Import/Export Trader,Credit Card,0,30,Medium,0.38,5.67
102821,Tariq Muller,Sweden,Real Estate Agent,Current Account,0,10,Low,0.62,1.0
102822,Rajesh Okonkwo,China,Cash-Intensive Business,Savings Account,0,50,Medium,0.52,5.09
102823,Fatima Bello,India,Teacher,Current Account,0,15,Low,0.4,0.9
102824,Ravi Smith,India,Import/Export Trader,Savings Account,0,35,Medium,0.37,1.2
102825,Ivan Mbeki,France,Import/Export Trader,Savings Account,0,10,Low,0.57,8.66
102826,Grace Mbeki,Turkey,Jeweller,Crypto Wallet,0,45,Medium,0.33,0.9
102827,Fatima Rossi,France,Real Estate Agent,Current Account,0,20,Low,0.35,1.2
102828,Oluwaseun Kimura,Turkey,Arms Dealer,Savings Account,0,40,Medium,0.36,1.2
102829,Amara Sokolov,United Kingdom,Software Engineer,Current Account,0,10,Low,0.74,0.9
102830,Elena Haddad,United Kingdom,Teacher,Current Account,0,10,Low,0.75,1.0
102831,Lucas Adeyemi,UAE,Cash-Intensive Business,Savings Account,0,50,Medium,0.4,1.2
102832,Sergei Osei,India,Accountant,Savings Account,0,15,Low,0.67,1.0
102833,Lucas Nakamoto,Japan,Software Engineer,Credit Card,0,20,Low,0.69,1.2
102834,Aisha Dubois,United States,Car Dealer,Savings Account,0,10,Low,0.42,8.79
102835,Wei Ivanov,Canada,Software Engineer,International Wire Transfers,0,30,Medium,0.78,1.2
102836,Dmitri Kowalski,France,Casino Operator,Fixed Deposit,0,55,Medium,0.69,1.0
102837,Ivan Dubois,United Kingdom,Accountant,Credit Card,0,55,Medium,0.55,1.0
102838,Chloe Petrov,Germany,Teacher,Credit Card,0,20,Low,0.67,8.71
102839,Benjamin Silva,United States,Accountant,International Wire Transfers,0,20,Low,0.52,1.2
102840,Oluwaseun Okonkwo,Russia,Retail Trader,Current Account,0,50,Medium,0.45,1.2
102841,Tariq Petrov,Brazil,Car Dealer,Savings Account,0,50,Medium,0.75,2.9
102842,Tariq Dubois,Iran,Teacher,Savings Account,0,50,Medium,0.54,1.0
102843,Sara Okonkwo,Germany,Accountant,Credit Card,0,10,Low,0.54,1.0
102844,Hassan Silva,Australia,Civil Servant,Personal Loan,0,20,Low,0.55,9.81
102845,Oluwaseun Al-Sayed,Sweden,Accountant,Current Account,0,15,Low,0.71,5.7
102846,Thomas Osei,Germany,Real Estate Agent,Current Account,0,10,Low,0.42,1.0
102847,Wei Bello,United States,Jeweller,Savings Account,0,10,Low,0.43,0.9
102848,Adebayo Sokolov,United States,Nurse,Current Account,0,0,Low,0.71,4.9
102849,Rajesh Bello,Nigeria,Real Estate Agent,Savings Account,0,35,Medium,0.4,1.2
102850,Mohammed Andersson,South Africa,Civil Servant,Credit Card,0,25,Medium,0.61,1.0
102851,Benjamin Chen,Canada,Doctor,Savings Account,0,0,Low,0.4,3.31
102852,Yuki Wang,United States,Real Estate Agent,Crypto Wallet,0,30,Medium,0.38,1.2
102853,Yuki Silva,China,Car Dealer,Savings Account,0,35,Medium,0.43,1.2
102854,Priya Kimura,South Africa,Teacher,Trade Finance,0,35,Medium,0.33,1.0
102855,Carlos Reddy,Brazil,Retail Trader,Savings Account,0,35,Medium,0.48,3.17
102856,Grace Ivanov,Nigeria,Nurse,Savings Account,0,25,Medium,0.72,1.0
102857,Benjamin Osei,United Kingdom,Nurse,Savings Account,0,0,Low,0.38,1.0
102858,Fatima Johnson,China,Teacher,Savings Account,0,15,Low,0.38,7.47
102859,James Smith,Germany,Civil Servant,Fixed Deposit,0,0,Low,0.34,1.0
102860,Amara Petrov,Nigeria,Cash-Intensive Business,Current Account,0,50,Medium,0.7,1.0
102861,Tariq Andersson,Germany,Money Service Business,Credit Card,0,35,Medium,0.55,1.0
102862,Priya Chen,South Africa,Software Engineer,Savings Account,0,25,Medium,0.37,3.5
102863,Noah Sokolov,Canada,Casino Operator,Fixed Deposit,0,25,Medium,0.72,4.14
102864,Thomas Kowalski,United Kingdom,Money Service Business,International Wire Transfers,0,55,Medium,0.5,0.9
102865,Dmitri Silva,India,Civil Servant,Personal Loan,0,25,Medium,0.77,1.2
102866,Sofia Andersson,Syria,Doctor,Credit Card,0,60,High,0.46,0.9
102867,Mei Nakamura,United Kingdom,Nurse,Personal Loan,0,20,Low,0.58,3.61
102868,Thomas Silva,South Africa,Money Service Business,Current Account,0,50,Medium,0.4,1.0
102869,Adebayo Volkov,Germany,Accountant,Current Account,0,35,Medium,0.59,1.2
102870,James Adeyemi,France,Software Engineer,Fixed Deposit,0,0,Low,0.39,1.0
102871,Fatima Dubois,France,Civil Servant,Savings Account,0,0,Low,0.4,0.9
102872,Liam Lindqvist,United Kingdom,Nurse,Fixed Deposit,0,10,Low,0.38,0.9
102873,Thomas Kimura,Germany,Nurse,Private Banking,1,55,Medium,0.38,5.45
102874,Mary Kimura,China,Retail Trader,Fixed Deposit,0,25,Medium,0.35,1.2
102875,Chloe Osei,India,Software Engineer,Personal Loan,0,35,Medium,0.29,3.31
102876,Aisha Nakamura,United Kingdom,Civil Servant,Current Account,0,10,Low,0.54,4.62
102877,Grace Wang,United Kingdom,Teacher,Savings Account,0,0,Low,0.43,0.9
102878,Adebayo Patel,Japan,Retail Trader,Credit Card,0,20,Low,0.4,0.9
102879,Hassan Bello,United Kingdom,Doctor,Trade Finance,0,35,Medium,0.48,2.88
102880,Kwame Mbeki,Japan,Accountant,Personal Loan,0,10,Low,0.34,0.9
102881,Sara Fitzgerald,Brazil,Software Engineer,Crypto Wallet,0,45,Medium,0.37,4.26
102882,Sofia Petrov,Ireland,Civil Servant,Savings Account,0,10,Low,0.78,1.0
102883,Kenji Silva,Germany,Jeweller,International Wire Transfers,0,40,Medium,0.5,5.17
102884,Ravi Adeyemi,South Africa,Civil Servant,Savings Account,0,15,Low,0.46,1.0
102885,Emma Cole,United Kingdom,Jeweller,Credit Card,0,30,Medium,0.45,6.17
102886,Lucas Mbeki,United Kingdom,Casino Operator,Savings Account,0,25,Medium,0.33,1.0
102887,Dmitri Volkov,Germany,Civil Servant,Personal Loan,0,10,Low,1.0,1.0
102888,Rajesh Muller,Canada,Software Engineer,Fixed Deposit,0,10,Low,0.31,6.95
102889,Fatima Muller,Germany,Precious Metals Dealer,Fixed Deposit,0,35,Medium,0.38,7.92
102890,Ravi Kimura,Germany,Import/Export Trader,Savings Account,0,10,Low,0.42,1.0
102891,Sergei Johnson,Germany,Real Estate Agent,Fixed Deposit,0,20,Low,0.64,1.0
102892,Rajesh Reddy,United States,Nurse,Personal Loan,0,10,Low,0.4,1.2
102893,Chloe Okonkwo,United Kingdom,Nurse,Savings Account,0,10,Low,0.46,5.12
102894,Liam Okonkwo,United States,Casino Operator,Savings Account,0,55,Medium,0.48,1.0
102895,Benjamin Brown,Brazil,Teacher,Private Banking,0,45,Medium,0.4,4.16
102896,Hassan Sokolov,Nigeria,Retail Trader,Credit Card,0,45,Medium,0.67,1.0
102897,Benjamin Bello,Mexico,Teacher,International Wire Transfers,0,45,Medium,0.44,6.22
102898,Benjamin Muller,Brazil,Civil Servant,Personal Loan,0,25,Medium,0.38,0.9
102899,Zara Lindqvist,United States,Teacher,Personal Loan,0,10,Low,0.37,1.2
102900,Chloe Muller,Germany,Nurse,Private Banking,0,30,Medium,0.25,1.0
102901,Tariq Adeyemi,Australia,Accountant,Credit Card,0,10,Low,0.67,1.2
102902,Emma Mbeki,Japan,Accountant,Fixed Deposit,0,10,Low,0.35,1.0
102903,Fatima Wang,Netherlands,Nurse,Savings Account,0,0,Low,0.43,1.0
102904,Rajesh Kimura,Canada,Software Engineer,Private Banking,0,20,Low,0.32,1.0
102905,Sergei Wang,Japan,Car Dealer,Fixed Deposit,0,20,Low,0.75,1.0
102906,Kwame Chen,United Kingdom,Doctor,Credit Card,0,20,Low,0.36,4.43
102907,Sara Nguyen,Sweden,Cash-Intensive Business,Savings Account,0,25,Medium,0.33,1.0
102908,Wei Adeyemi,United States,Money Service Business,Personal Loan,0,35,Medium,0.4,0.9
102909,Sergei Volkov,United Kingdom,Civil Servant,Credit Card,0,20,Low,0.81,1.2
102910,Sara Sokolov,Brazil,Doctor,Private Banking,0,35,Medium,0.77,5.32
102911,Nadia Dubois,Mexico,Software Engineer,Current Account,0,25,Medium,0.58,1.2
102912,Mei Adeyemi,United Kingdom,Arms Dealer,International Wire Transfers,0,70,High,0.42,3.23
102913,Hassan Johnson,China,Doctor,Savings Account,0,25,Medium,0.52,1.0
102914,Ingrid Adeyemi,Canada,Software Engineer,Current Account,1,35,Medium,0.43,1.0
102915,Kenji Haddad,Germany,Car Dealer,Fixed Deposit,0,20,Low,0.75,1.0
102916,Aisha Petrov,United Kingdom,Precious Metals Dealer,Personal Loan,0,45,Medium,0.75,1.0
102917,Sara Mbeki,United Kingdom,Retail Trader,Current Account,0,20,Low,0.33,0.9
102918,Sara Cole,Japan,Teacher,Fixed Deposit,0,10,Low,0.43,1.2
102919,Omar Andersson,Netherlands,Retail Trader,Fixed Deposit,0,10,Low,0.52,1.2
102920,Sergei Cole,United States,Import/Export Trader,International Wire Transfers,0,40,Medium,0.72,4.18
102921,Hassan Al-Sayed,Turkey,Civil Servant,Private Banking,0,35,Medium,0.71,5.22
102922,Amara Hall,Japan,Accountant,Fixed Deposit,0,10,Low,0.52,4.47
102923,Tariq Volkov,India,Software Engineer,Current Account,0,25,Medium,0.8,3.4
102924,Mary Lindqvist,France,Nurse,Credit Card,0,20,Low,0.37,4.99
102925,Priya Andersson,Japan,Real Estate Agent,Trade Finance,0,30,Medium,0.46,7.35
102926,Mei Yilmaz,Netherlands,Teacher,International Wire Transfers,0,20,Low,0.43,3.76
102927,Lucas Osei,United States,Precious Metals Dealer,Savings Account,0,40,Medium,0.35,3.49
102928,Carlos Patel,United Kingdom,Accountant,International Wire Transfers,0,30,Medium,0.48,5.64
102929,Priya Wang,United Kingdom,Retail Trader,Current Account,0,10,Low,0.43,2.86
102930,James Lindqvist,China,Import/Export Trader,Crypto Wallet,0,55,Medium,0.36,5.71
102931,Emma Patel,Germany,Jeweller,Personal Loan,0,30,Medium,0.43,5.1
102932,Carlos Mbeki,Nigeria,Nurse,Credit Card,0,35,Medium,0.4,1.2
102933,Noah Khan,Canada,Car Dealer,Fixed Deposit,0,20,Low,0.48,1.0
102934,Mei Silva,Syria,Retail Trader,Savings Account,0,50,Medium,0.55,0.9
102935,Sofia Bello,Germany,Software Engineer,Savings Account,0,10,Low,0.33,4.61
102936,Chloe Dubois,Russia,Doctor,Savings Account,0,60,High,0.33,1.0
102937,Sofia Andersson,South Africa,Software Engineer,Credit Card,0,35,Medium,0.46,1.0
102938,Elena Rossi,Germany,Money Service Business,Savings Account,0,35,Medium,0.58,0.9
102939,Dmitri Ivanov,United States,Retail Trader,Fixed Deposit,0,10,Low,0.77,1.0
102940,Omar Okafor,Nigeria,Jeweller,Current Account,0,35,Medium,0.5,1.0
102941,Carlos Muller,Canada,Car Dealer,Current Account,1,60,High,0.4,1.0
102942,Yuki Cole,Australia,Civil Servant,Current Account,0,20,Low,0.38,4.45
102943,Hassan Fitzgerald,United Kingdom,Nurse,Savings Account,0,10,Low,0.53,1.2
102944,Yuki Volkov,France,Civil Servant,Fixed Deposit,0,0,Low,0.67,2.97
102945,Yuki Cole,United Kingdom,Precious Metals Dealer,Savings Account,0,50,Medium,0.38,8.46
102946,Dmitri Okonkwo,United States,Real Estate Agent,Credit Card,0,20,Low,0.79,2.8
102947,Hassan Patel,France,Software Engineer,Savings Account,0,10,Low,0.55,3.08
102948,Lucas Silva,United Kingdom,Import/Export Trader,Personal Loan,0,20,Low,0.5,1.0
102949,Ravi Kimura,Germany,Doctor,Current Account,0,10,Low,0.42,9.06
102950,Nadia Okonkwo,United Kingdom,Civil Servant,Current Account,0,10,Low,0.52,1.2
102951,Dmitri Nguyen,Turkey,Retail Trader,Private Banking,0,70,High,0.54,1.0
102952,Rajesh Volkov,Germany,Nurse,Savings Account,0,10,Low,0.62,1.0
102953,Mei Cole,China,Accountant,Credit Card,0,35,Medium,0.48,3.53
102954,Fatima Reddy,Mexico,Teacher,Private Banking,0,35,Medium,0.5,1.0
102955,Aisha Volkov,United States,Teacher,Fixed Deposit,0,20,Low,0.64,0.9
102956,Amara Wang,Russia,Accountant,Savings Account,0,50,Medium,0.43,1.2
102957,Amara Lindqvist,Nigeria,Import/Export Trader,Savings Account,0,35,Medium,0.43,1.0
102958,Elena Chen,France,Doctor,Current Account,0,25,Medium,0.52,7.64
102959,Aisha Reddy,Sweden,Real Estate Agent,Credit Card,0,30,Medium,0.52,1.0
102960,Emma Brown,United Kingdom,Retail Trader,Fixed Deposit,0,40,Medium,0.35,0.9
102961,Kwame Patel,Mexico,Teacher,Savings Account,0,15,Low,0.41,1.0
102962,Chloe Al-Sayed,Russia,Accountant,Current Account,0,50,Medium,0.74,9.58
102963,Mary Dubois,India,Software Engineer,Fixed Deposit,0,15,Low,0.42,4.67
102964,Dmitri Bello,China,Nurse,Savings Account,0,25,Medium,0.72,1.0
102965,Kenji Nguyen,South Africa,Doctor,Trade Finance,0,35,Medium,0.33,3.61
102966,Lucas Fitzgerald,Iran,Accountant,Credit Card,0,60,High,0.36,1.0
102967,Thomas Ivanov,Russia,Software Engineer,Crypto Wallet,0,60,High,0.62,1.2
102968,Mohammed Okonkwo,France,Doctor,Personal Loan,0,20,Low,0.53,6.7
102969,Mary Al-Sayed,United States,Civil Servant,Current Account,0,10,Low,0.92,1.0
102970,Omar Kimura,Ireland,Teacher,Savings Account,0,30,Medium,0.5,3.88
102971,Omar Nakamura,Germany,Teacher,Savings Account,0,10,Low,0.56,0.9
102972,James Andersson,France,Nurse,Current Account,0,0,Low,0.38,5.12
102973,Ivan Ivanov,United Kingdom,Software Engineer,Trade Finance,0,30,Medium,0.67,4.58
102974,Kenji Khan,Sweden,Jeweller,Current Account,0,20,Low,0.45,2.04
102975,Kwame Cole,Canada,Car Dealer,Private Banking,0,30,Medium,0.36,1.2
102976,Ravi Khan,France,Accountant,Personal Loan,0,20,Low,0.48,1.0
102977,Aisha Silva,Nigeria,Software Engineer,Current Account,0,25,Medium,0.43,7.99
102978,Liam Rossi,Germany,Real Estate Agent,Credit Card,0,30,Medium,0.48,1.0
102979,Liam Bello,Sweden,Nurse,Savings Account,0,25,Medium,0.48,1.0
102980,Carlos Bello,Nigeria,Import/Export Trader,Current Account,0,35,Medium,0.42,6.01
102981,Sofia Petrov,India,Software Engineer,Personal Loan,0,35,Medium,0.78,3.11
102982,Carlos Patel,Panama,Retail Trader,Savings Account,0,65,High,0.48,1.2
102983,Grace Reddy,Germany,Teacher,International Wire Transfers,0,30,Medium,0.35,4.12
102984,Omar Bello,France,Accountant,Private Banking,0,20,Low,0.52,1.0
102985,Liam Osei,United States,Accountant,Personal Loan,0,25,Medium,0.4,0.9
102986,Sofia Patel,UAE,Jeweller,Current Account,0,35,Medium,0.45,1.0
102987,Ivan Mbeki,Myanmar,Import/Export Trader,Savings Account,0,80,High,0.57,0.9
102988,Mohammed Adeyemi,United States,Civil Servant,Fixed Deposit,0,10,Low,0.65,1.2
102989,Carlos Dubois,France,Jeweller,Fixed Deposit,0,20,Low,0.38,1.0
102990,Wei Muller,Netherlands,Civil Servant,Current Account,0,10,Low,0.33,1.0
102991,Mary Ivanov,United Kingdom,Accountant,Private Banking,0,30,Medium,0.67,1.0
102992,Fatima Hall,Nigeria,Civil Servant,Current Account,0,25,Medium,0.52,1.0
102993,Omar Muller,South Africa,Retail Trader,Fixed Deposit,0,35,Medium,0.58,6.66
102994,Noah Patel,United States,Retail Trader,Current Account,0,10,Low,0.43,1.0
102995,Aisha Adeyemi,France,Software Engineer,Current Account,0,0,Low,0.48,4.61
102996,Tariq Nguyen,United Kingdom,Doctor,International Wire Transfers,0,30,Medium,0.62,1.0
102997,Sara Silva,United Kingdom,Real Estate Agent,Current Account,0,10,Low,0.52,0.9
102998,Thomas Bello,India,Doctor,Personal Loan,0,45,Medium,0.42,1.2
102999,Sofia Brown,Netherlands,Nurse,Current Account,0,15,Low,0.45,1.0
103000,Priya Nakamura,Turkey,Nurse,Savings Account,0,25,Medium,0.54,1.0
103001,Thomas Haddad,Germany,Civil Servant,Personal Loan,0,20,Low,0.67,0.9
103002,James Lindqvist,China,Software Engineer,Current Account,0,25,Medium,0.36,4.34
103003,Chloe Dubois,United Kingdom,Precious Metals Dealer,Personal Loan,1,70,High,0.33,1.0
103004,Kenji Okafor,Japan,Nurse,Savings Account,0,0,Low,0.48,1.0
103005,Carlos Johnson,United Kingdom,Civil Servant,Savings Account,0,10,Low,0.32,1.0
103006,Aisha Patel,France,Nurse,Crypto Wallet,0,20,Low,0.43,1.0
103007,Zara Petrov,United States,Accountant,Credit Card,0,20,Low,0.73,1.0
103008,Kwame Kowalski,Germany,Nurse,Fixed Deposit,0,0,Low,0.5,1.0
103009,Oluwaseun Al-Sayed,United Kingdom,Import/Export Trader,Savings Account,0,10,Low,0.71,5.18
103010,Hassan Rossi,United States,Accountant,Fixed Deposit,0,10,Low,0.48,4.32
103011,Omar Silva,Australia,Car Dealer,Savings Account,1,45,Medium,0.61,4.33
103012,Dmitri Ivanov,United States,Car Dealer,Current Account,0,20,Low,0.77,8.59
103013,Lucas Yilmaz,South Africa,Accountant,Current Account,0,25,Medium,0.4,2.01
103014,Zara Volkov,UAE,Precious Metals Dealer,Current Account,0,50,Medium,0.67,1.0
103015,Adebayo Osei,Turkey,Software Engineer,Personal Loan,0,25,Medium,0.33,1.0
103016,Adebayo Osei,South Africa,Jeweller,Crypto Wallet,0,70,High,0.33,1.0
103017,Oluwaseun Sokolov,United States,Software Engineer,Fixed Deposit,0,15,Low,0.65,0.9
103018,Ravi Okonkwo,Australia,Doctor,Credit Card,0,10,Low,0.56,1.0
103019,Priya Volkov,France,Money Service Business,Fixed Deposit,0,25,Medium,0.72,1.0
103020,Kwame Johnson,Ireland,Retail Trader,Current Account,0,10,Low,0.4,1.0
103021,Chen Nakamoto,Nigeria,Teacher,International Wire Transfers,0,45,Medium,0.72,2.41
103022,Ingrid Chen,Russia,Retail Trader,Savings Account,0,60,High,0.35,1.0
103023,Kenji Reddy,United Kingdom,Import/Export Trader,Private Banking,0,40,Medium,0.43,1.0
103024,Zara Bello,Germany,Import/Export Trader,Crypto Wallet,0,40,Medium,0.43,0.9
103025,Nadia Sokolov,Canada,Accountant,Savings Account,0,0,Low,0.74,0.9
103026,Ravi Khan,Sweden,Precious Metals Dealer,Current Account,0,35,Medium,0.48,6.78
103027,Emma Hall,UAE,Software Engineer,Credit Card,0,35,Medium,0.45,3.73
103028,Kenji Reddy,China,Doctor,International Wire Transfers,0,35,Medium,0.43,3.54
103029,Aisha Sokolov,Australia,Software Engineer,Credit Card,0,10,Low,0.69,3.09
103030,Ravi Kowalski,Ireland,Retail Trader,Fixed Deposit,0,25,Medium,0.46,1.0
103031,Mei Hall,China,Civil Servant,Fixed Deposit,0,25,Medium,0.4,1.0
103032,Sergei Sokolov,Kenya,Accountant,Savings Account,0,25,Medium,1.0,3.14
103033,Adebayo Ivanov,Netherlands,Casino Operator,Savings Account,0,45,Medium,0.59,1.0
103034,Adebayo Bello,Netherlands,Teacher,Current Account,0,10,Low,0.38,1.0
103035,Rajesh Nguyen,South Africa,Software Engineer,Personal Loan,0,25,Medium,0.38,3.49
103036,James Petrov,Netherlands,Software Engineer,Private Banking,0,20,Low,0.7,1.0
103037,Rajesh Muller,South Africa,Teacher,Fixed Deposit,0,40,Medium,0.31,1.0
103038,Priya Dubois,Nigeria,Casino Operator,International Wire Transfers,0,105,High,0.34,0.9
103039,Priya Yilmaz,South Africa,Civil Servant,Savings Account,0,25,Medium,0.33,1.2
103040,Rajesh Chen,Canada,Accountant,Fixed Deposit,0,25,Medium,0.29,1.0
103041,Aisha Kimura,France,Real Estate Agent,Current Account,0,20,Low,0.42,4.28
103042,Ivan Haddad,Germany,Jeweller,Trade Finance,0,40,Medium,0.78,1.0
103043,Tariq Khan,Turkey,Accountant,Savings Account,1,40,Medium,0.58,0.9
103044,Lucas Petrov,Netherlands,Real Estate Agent,Current Account,0,10,Low,0.7,1.2
103045,Mohammed Rossi,Canada,Nurse,Savings Account,0,10,Low,0.75,2.74
103046,Sara Silva,Sweden,Arms Dealer,Personal Loan,0,45,Medium,0.52,0.9
103047,Dmitri Volkov,France,Teacher,Current Account,0,10,Low,1.0,7.7
103048,Emma Hall,United States,Civil Servant,Private Banking,0,35,Medium,0.45,2.29
103049,Thomas Wang,United Kingdom,Software Engineer,Savings Account,0,10,Low,0.42,0.9
103050,Grace Cole,Ireland,Retail Trader,Private Banking,0,30,Medium,0.43,1.0
103051,James Andersson,Nigeria,Car Dealer,Savings Account,0,35,Medium,0.38,3.41
103052,Nadia Okafor,United Kingdom,Arms Dealer,Personal Loan,0,35,Medium,0.58,1.2
103053,Grace Sokolov,United Kingdom,Civil Servant,Private Banking,0,20,Low,0.77,8.71
103054,James Bello,France,Software Engineer,Savings Account,0,10,Low,0.42,1.0
103055,Elena Kowalski,India,Accountant,Savings Account,0,15,Low,0.67,1.0
103056,Benjamin Brown,Australia,Teacher,Fixed Deposit,0,0,Low,0.4,1.2
103057,Ivan Bello,Canada,Real Estate Agent,Credit Card,0,20,Low,0.67,1.0
103058,Kenji Nakamura,United States,Civil Servant,Credit Card,0,20,Low,0.62,1.2
103059,Elena Brown,Canada,Teacher,Trade Finance,0,30,Medium,0.58,1.2
103060,Ingrid Volkov,Nigeria,Teacher,Fixed Deposit,0,25,Medium,0.77,1.2
103061,Adebayo Chen,United Kingdom,Teacher,Personal Loan,0,40,Medium,0.42,4.69
103062,Omar Khan,United Kingdom,Nurse,Fixed Deposit,0,0,Low,0.55,4.85
103063,Kenji Ivanov,Kenya,Car Dealer,International Wire Transfers,0,70,High,0.72,1.0
103064,Kenji Ivanov,Germany,Retail Trader,Fixed Deposit,1,45,Medium,0.72,1.0
103065,Elena Sokolov,United States,Casino Operator,Credit Card,0,45,Medium,0.77,1.0
103066,Kwame Reddy,United Kingdom,Nurse,Private Banking,0,20,Low,0.35,3.26
